Ax,Ay,Az,Gx,Gy,Gz,Label
-0.967,0.043,-0.207,-4.725,82.364,0.49,ROLL
-0.948,-0.017,-0.232,-0.368,84.823,1.05,ROLL
-0.959,0.011,-0.263,1.995,71.89,1.102,ROLL
-0.943,0.004,-0.345,-0.14,59.176,1.452,ROLL
-0.951,0.011,-0.313,-2.126,45.299,1.173,ROLL
-0.928,0.013,-0.325,0.884,40.329,1.697,ROLL
-0.916,0.008,-0.361,3.675,39.445,3.421,ROLL
-0.922,0.03,-0.36,-0.472,39.209,1.234,ROLL
-0.906,0.017,-0.396,-3.089,35.901,0.954,ROLL
-0.907,0.016,-0.431,-0.105,26.757,1.111,ROLL
-0.901,0.017,-0.449,3.369,14.403,2.651,ROLL
-0.904,0.017,-0.438,-0.91,-7.157,0.376,ROLL
-0.905,0.017,-0.42,1.155,-19.792,1.558,ROLL
-0.91,0.024,-0.416,3.684,-30.888,2.564,ROLL
-0.917,0.02,-0.401,5.425,-46.506,2.931,ROLL
-0.917,0.036,-0.395,-1.899,-65.459,0.499,ROLL
-0.922,0.007,-0.362,-6.414,-88.244,-0.814,ROLL
-0.926,0.01,-0.265,-4.559,-108.001,0.814,ROLL
-0.965,0.016,-0.181,-3.596,-118.195,1.155,ROLL
-0.935,-0.006,-0.224,6.851,-131.46,2.914,ROLL
-0.959,0.031,-0.107,0.543,-138.268,1.837,ROLL
-0.945,0.019,-0.093,1.969,-149.188,3.719,ROLL
-0.978,-0.094,-0.046,14.682,-109.9,2.861,ROLL
-0.985,0.026,0.01,12.206,-137.034,1.995,ROLL
-0.928,-0.037,0.153,-0.472,-162.26,2.572,ROLL
-0.938,-0.004,0.221,-6.965,-164.089,4.524,ROLL
-0.906,-0.016,0.282,-2.651,-161.315,3.5,ROLL
-0.896,0.035,0.321,-3.544,-166.617,4.113,ROLL
-0.87,0.046,0.399,-11.305,-187.95,8.908,ROLL
-0.831,0.045,0.465,-15.094,-197.199,11.323,ROLL
-0.759,0.042,0.554,-4.463,-202.755,6.79,ROLL
-0.688,-0.04,0.617,-0.385,-207.357,4.06,ROLL
-0.621,0.023,0.73,-1.33,-209.37,5.521,ROLL
-0.621,0.023,0.879,-1.505,-211.549,7.674,ROLL
-0.518,0,0.865,-3.229,-201.477,9.783,ROLL
-0.428,0.035,0.936,-0.14,-184.074,5.74,ROLL
-0.372,0.005,0.985,-0.858,-167.125,4.401,ROLL
-0.312,0.018,0.983,-3.876,-155.557,4.218,ROLL
-0.225,0,1.054,-6.177,-135.03,5.556,ROLL
-0.214,-0.007,1.059,-16.879,-119.866,11.034,ROLL
-0.113,0.019,1.034,-18.576,-100.713,2.879,ROLL
-0.102,0.01,1.029,-9.485,-85.689,1.969,ROLL
-0.086,-0.011,1.043,-5.084,-77.175,0.683,ROLL
-0.047,-0.054,1.024,-8.041,-75.276,4.655,ROLL
-0.026,0.003,1.053,-6.72,-86.293,9.625,ROLL
0.068,0.133,1.224,34.528,-34.484,10.273,ROLL
0.027,-0.014,1.058,13.466,-48.335,8.916,ROLL
0.052,0.002,1.065,13.309,-70.254,11.751,ROLL
0.099,0.001,1.062,8.251,-83.93,20.843,ROLL
0.121,0.01,1.069,7.665,-93.529,21.289,ROLL
0.154,-0.012,1.032,6.099,-109.471,17.386,ROLL
0.17,-0.002,1.067,6.991,-130.226,11.646,ROLL
0.226,0.017,1.049,1.094,-152.521,9.31,ROLL
0.296,0.009,1.011,-4.699,-165.305,6.738,ROLL
0.364,0.009,0.961,-12.757,-188.099,1.041,ROLL
0.483,-0.039,0.85,-13.475,-203.464,-1.138,ROLL
0.505,-0.008,0.803,-8.488,-195.011,-6.309,ROLL
0.526,-0.012,0.775,-5.617,-185.806,-10.605,ROLL
0.654,0.011,0.766,7.122,-192.526,-15.47,ROLL
0.641,-0.069,0.747,-22.041,-225.671,-20.186,ROLL
0.85,-0.046,0.534,-37.931,-241.316,-8.794,ROLL
0.85,0.014,0.378,-44.809,-226.756,5.827,ROLL
0.866,0.06,0.295,-31.517,-189.219,13.055,ROLL
0.962,0.087,0.284,-13.983,-153.702,13.186,ROLL
0.953,-0.009,0.261,-17.728,-156.966,22.636,ROLL
0.942,-0.062,0.17,-8.269,-159.617,30.249,ROLL
0.933,-0.075,0.01,-4.2,-144.576,29.33,ROLL
0.978,-0.107,-0.054,2.336,-115.544,16.616,ROLL
1.107,-0.074,-0.001,3.045,-99.68,10.299,ROLL
0.954,-0.067,-0.069,5.259,-111.405,3.307,ROLL
0.968,-0.097,-0.099,7.84,-102.681,-1.505,ROLL
0.934,-0.038,-0.188,9.31,-108.544,-2.739,ROLL
0.983,-0.125,-0.206,1.339,-94.728,-2.074,ROLL
0.923,-0.072,-0.228,-4.06,-92.111,6.685,ROLL
0.958,-0.057,-0.272,-4.69,-78.724,3.509,ROLL
0.88,-0.121,-0.289,-12.171,-83.598,5.653,ROLL
0.9,0.008,-0.297,-8.435,-90.659,6.702,ROLL
0.83,-0.132,-0.448,-10.972,-93.249,0.455,ROLL
0.865,-0.092,-0.397,-17.395,-90.029,1.732,ROLL
0.881,-0.041,-0.426,-17.815,-77.245,0.254,ROLL
0.941,-0.035,-0.467,-11.743,-57.461,0.481,ROLL
0.874,-0.038,-0.508,-3.054,-30.222,4.489,ROLL
0.843,-0.052,-0.526,1.409,-20.125,5.766,ROLL
0.843,-0.061,-0.531,2.126,-7.122,4.629,ROLL
0.832,-0.064,-0.528,1.969,-0.009,3.08,ROLL
0.863,-0.008,-0.549,4.576,11.83,-3.509,ROLL
0.864,-0.063,-0.531,6.3,31.176,-2.398,ROLL
0.851,-0.053,-0.536,9.494,50.006,-1.312,ROLL
0.892,-0.074,-0.47,8.776,60.305,0.971,ROLL
0.902,-0.041,-0.442,15.269,81.226,-0.805,ROLL
0.892,-0.043,-0.346,13.274,96.591,3.841,ROLL
0.913,-0.062,-0.353,12.46,99.382,5.241,ROLL
0.923,-0.071,-0.304,2.275,89.556,7.096,ROLL
0.909,-0.086,-0.286,2.161,93.896,3.902,ROLL
0.961,-0.122,-0.196,1.706,106.592,4.673,ROLL
0.952,-0.064,-0.14,2.957,108.806,7.779,ROLL
0.965,-0.095,-0.087,6.738,112.088,5.469,ROLL
0.961,-0.065,-0.102,0.954,134.496,7.613,ROLL
1.05,0.019,0.138,-2.476,127.488,-7.262,ROLL
0.972,-0.072,-0.06,-4.471,139.86,-7.691,ROLL
0.996,-0.07,0.147,-1.584,170.083,-3.754,ROLL
0.849,-0.066,0.178,7.446,182.026,-0.481,ROLL
0.858,-0.094,0.317,34.606,188.641,-14.525,ROLL
0.879,-0.059,0.369,37.914,189.473,-18.077,ROLL
0.795,-0.035,0.416,31.535,204.365,-15.129,ROLL
0.784,-0.046,0.529,26.154,228.008,-16.03,ROLL
0.676,0.026,0.672,17.754,247.152,-7.709,ROLL
0.565,-0.068,0.721,12.451,254.485,-2.739,ROLL
0.541,-0.037,0.915,8.024,225.348,-7.989,ROLL
0.467,0.009,0.965,0.262,198.949,-2.004,ROLL
0.38,-0.002,0.952,-8.041,177.406,3.159,ROLL
0.346,0.006,0.952,-3.246,160.256,4.279,ROLL
0.272,0.004,1.02,0.42,128.389,6.449,ROLL
0.211,0.008,1.068,-3.404,108.115,-4.086,ROLL
0.203,-0.002,1.06,3.675,110.863,-6.878,ROLL
0.144,-0.03,1.038,-1.059,122.938,-11.935,ROLL
0.075,-0.037,1.022,-8.216,134.391,-4.979,ROLL
0.01,-0.003,1.075,-5.74,133.761,-4.489,ROLL
0.003,-0.042,1.078,1.47,133.857,-7.595,ROLL
-0.095,-0.061,1.047,-0.551,139.02,-6.151,ROLL
-0.087,0.035,1.136,16.931,59.526,4.883,ROLL
-0.175,-0.021,1.053,16.503,83.808,-3.412,ROLL
-0.184,-0.026,1.061,13.72,100.074,-4.375,ROLL
-0.275,0.037,1.014,14.079,116.48,-8.733,ROLL
-0.288,0.04,1.062,17.159,139.151,-10.99,ROLL
-0.421,-0.003,0.972,6.79,151.664,-17.614,ROLL
-0.472,-0.059,0.9,9.012,176.365,-18.629,ROLL
-0.501,0.001,0.832,7.735,195.93,-14.123,ROLL
-0.599,0.103,0.833,13.405,204.96,-18.83,ROLL
-0.618,-0.021,0.721,6.79,194.337,-8.111,ROLL
-0.703,-0.048,0.681,8.041,206.124,-7.761,ROLL
-0.706,-0.036,0.616,9.135,226.126,-7.184,ROLL
-0.779,0.031,0.496,9.529,218.575,-5.889,ROLL
-0.845,0.017,0.393,-1.837,204.855,1.111,ROLL
-0.901,0.059,0.285,-7.7,191.923,4.69,ROLL
-0.926,0.046,0.266,-6.983,181.256,20.659,ROLL
-0.963,-0.004,0.151,-7.07,159.679,21.691,ROLL
-0.947,0.026,0.031,-5.32,148.969,12.67,ROLL
-0.972,0.043,0.009,1.409,144.585,2.432,ROLL
-0.925,0.179,-0.093,9.266,121.503,-9.222,ROLL
-0.942,0.031,-0.147,4.594,127.549,-12.95,ROLL
-0.944,0.043,-0.199,5.696,100.118,-20.09,ROLL
-0.967,-0.018,-0.159,-5.451,93.529,-1.304,ROLL
-0.964,0.028,-0.257,7.245,81.244,3.098,ROLL
-0.956,-0.006,-0.261,-7.254,65.546,-0.175,ROLL
-0.949,-0.004,-0.287,0.962,57.435,1.942,ROLL
-0.94,0.033,-0.255,4.051,63.236,2.704,ROLL
-0.937,0.014,-0.311,-8.199,72.52,-1.146,ROLL
-0.921,0.002,-0.353,-10.36,65.59,-2.73,ROLL
-0.91,0.021,-0.367,-2.118,49.595,0.315,ROLL
-0.919,-0.005,-0.41,-10.369,65.406,-3.342,ROLL
-0.848,0.034,-0.468,-14.534,35.91,-3.789,ROLL
-0.869,0.021,-0.38,-28.849,73.238,-8.199,ROLL
-0.874,0.029,-0.46,-24.019,92.811,-1.732,ROLL
-0.826,0.04,-0.494,-5.863,101.202,4.235,ROLL
-0.762,0.032,-0.6,-15.47,117.346,0.236,ROLL
-0.789,0.074,-0.654,10.246,66.938,-8.82,ROLL
-0.848,-0.01,-0.599,-0.018,49.709,-15.785,ROLL
-0.782,0.021,-0.664,-1.461,21.612,-6.116,ROLL
-0.748,0.003,-0.676,2.73,3.797,3.124,ROLL
-0.724,-0.004,-0.675,3.491,-1.864,3.745,ROLL
-0.74,0.011,-0.667,3.561,-5.329,4.69,ROLL
-0.745,0.031,-0.658,-1.278,-7.481,3.22,ROLL
-0.753,0.019,-0.652,-0.131,-11.699,2.336,ROLL
-0.758,0.018,-0.656,4.883,-17.841,3.666,ROLL
-0.76,0.023,-0.658,4.935,-22.321,3.815,ROLL
-0.762,0.005,-0.652,4.287,-36.61,1.601,ROLL
-0.792,0.005,-0.633,9.844,-54.136,8.146,ROLL
-0.822,-0.008,-0.56,12.337,-80.946,8.654,ROLL
-0.872,0.028,-0.527,4.716,-103.757,-0.166,ROLL
-0.791,0.147,-0.473,-22.837,-131.994,-21.087,ROLL
-0.805,0.036,-0.51,-24.833,-168.971,-14.586,ROLL
-0.843,-0.107,-0.537,-7.324,-185.824,5.198,ROLL
-0.879,-0.025,-0.368,10.08,-170.529,7.796,ROLL
-0.934,-0.041,-0.14,3.57,-177.572,4.235,ROLL
-0.931,0.037,-0.13,4.182,-188.895,2.957,ROLL
-0.868,-0.021,-0.051,-3.027,-197.286,9.432,ROLL
-1.032,-0.02,0.063,-5.11,-164.833,2.328,ROLL
-0.933,-0.056,0.036,4.287,-194.583,2.564,ROLL
-0.891,0.002,0.209,-1.619,-213.973,3.098,ROLL
-0.882,0.087,0.353,0.735,-221.253,3.203,ROLL
-0.838,0.027,0.327,-3.141,-217.516,4.996,ROLL
-0.773,0.062,0.469,-4.918,-246.908,6.956,ROLL
-0.589,0.087,0.548,-15.82,-279.125,16.126,ROLL
-0.554,0.008,0.719,-18.314,-286.169,23.109,ROLL
-0.553,-0.014,0.872,-12.898,-286.685,31.955,ROLL
-0.532,-0.118,1.015,-20.545,-271.53,9.634,ROLL
-0.358,0.004,0.948,-33.959,-230.16,-1.102,ROLL
-0.277,0.03,1.054,-29.689,-197.383,-3.964,ROLL
-0.241,0.018,1.035,-29.103,-180.443,-8.374,ROLL
-0.187,-0.029,1.056,-16.817,-193.121,2.091,ROLL
-0.023,-0.068,1.167,-6.685,-216.396,2.494,ROLL
0.03,-0.074,1.158,7.481,-171.798,3.027,ROLL
0.043,-0.007,1.09,-2.144,-156.538,3.08,ROLL
0.473,-0.039,0.782,4.2,-162.111,0.936,ROLL
0.233,-0.014,1.041,30.048,-119.857,10.684,ROLL
0.232,-0.038,1.055,9.809,-133.639,2.284,ROLL
0.324,-0.06,1,0.709,-137.734,-3.395,ROLL
0.383,-0.002,0.915,2.406,-144.821,-1.908,ROLL
0.41,-0.023,0.918,9.196,-152.066,9.765,ROLL
0.56,-0.083,0.838,10.15,-149.275,14.752,ROLL
0.543,-0.054,0.799,12.154,-142.441,16.564,ROLL
0.619,0.017,0.823,26.757,-137.506,21.254,ROLL
0.646,0.01,0.846,18.165,-149.17,31.614,ROLL
0.637,-0.001,0.793,10.754,-174.283,30.73,ROLL
0.689,-0.068,0.676,7.682,-190.943,25.384,ROLL
0.749,0.03,0.562,11.007,-204.741,16.695,ROLL
0.831,-0.115,0.439,0.096,-202.151,7.997,ROLL
0.826,-0.108,0.394,-1.986,-193.008,2.074,ROLL
0.869,-0.028,0.349,-12.023,-186.34,-2.861,ROLL
1.005,0.012,0.173,-6.177,-181.659,-2.249,ROLL
0.956,-0.036,0.113,3.973,-170.914,13.659,ROLL
0.976,-0.056,0.03,-1.356,-149.327,11.629,ROLL
0.981,-0.032,0.025,-5.285,-130.489,11.48,ROLL
0.938,-0.003,-0.032,-7.639,-105.647,-9.634,ROLL
0.94,-0.104,-0.036,-6.291,-118.484,-9.87,ROLL
0.96,-0.022,-0.104,-7.271,-123.891,-9.564,ROLL
0.954,0.052,-0.172,-5.81,-127.68,-4.83,ROLL
0.988,-0.048,-0.25,-12.906,-148.523,-0.455,ROLL
0.9,-0.016,-0.376,-16.817,-140.989,3.194,ROLL
0.836,-0.035,-0.395,-22.041,-133.289,8.724,ROLL
0.787,-0.013,-0.404,-25.743,-121.459,10.176,ROLL
0.861,-0.078,-0.444,-22.085,-130.602,6.282,ROLL
0.823,0.051,-0.544,-19.346,-110.801,0.131,ROLL
0.844,0.099,-0.63,-21.858,-104.396,3.264,ROLL
0.831,-0.034,-0.613,-18.856,-67.891,0.647,ROLL
0.84,-0.051,-0.675,-13.431,-42.254,8.908,ROLL
0.794,-0.018,-0.663,-4.778,-12.618,8.26,ROLL
0.804,-0.024,-0.624,-2.214,1.199,9.739,ROLL
0.751,0.004,-0.685,5.407,13.466,3.797,ROLL
0.787,-0.012,-0.662,10.238,31.57,-0.595,ROLL
0.822,-0.017,-0.615,14.087,58.826,-0.35,ROLL
0.858,-0.005,-0.57,16.782,85.243,0.446,ROLL
0.831,-0.001,-0.567,25.218,118.344,3.299,ROLL
0.852,-0.016,-0.466,25.83,135.152,7.77,ROLL
0.883,-0.009,-0.448,31.929,141.855,9.861,ROLL
0.87,-0.036,-0.357,32.41,142.896,11.55,ROLL
0.879,-0.1,-0.294,16.389,147.105,12.845,ROLL
0.922,-0.078,-0.25,3.045,166.285,15.225,ROLL
0.933,-0.026,-0.137,-1.024,179.454,14.63,ROLL
0.966,-0.066,-0.025,10.57,191.966,13.501,ROLL
0.979,-0.092,0.113,0.446,157.57,-2.826,ROLL
0.904,-0.131,0.043,11.576,203.893,0.639,ROLL
0.927,-0.03,0.17,7.875,220.15,-0.77,ROLL
0.871,-0.112,0.242,10.946,223.361,-1.47,ROLL
0.801,-0.063,0.373,9.993,225.033,-6.177,ROLL
0.778,-0.046,0.447,7.332,239.365,-15.076,ROLL
0.695,-0.044,0.549,17.876,247.546,-18.708,ROLL
0.638,0.015,0.721,12.556,234.509,-24.99,ROLL
0.586,0.01,0.734,22.225,212.643,-21.823,ROLL
0.484,-0.016,0.875,13.948,231.822,-21.359,ROLL
0.402,-0.034,0.904,7.639,234.255,-22.916,ROLL
0.325,0.011,1.075,-2.021,227.938,-17.246,ROLL
0.273,0.016,1.066,-4.918,181.878,-11.699,ROLL
0.146,0.019,1.099,-4.515,136.876,-5.653,ROLL
0.105,0.004,1.038,-1.409,116.077,-4.734,ROLL
0.058,0.014,1.058,1.741,103.381,-10.439,ROLL
0.045,0.007,1.105,5.381,99.321,-12.18,ROLL
-0.005,0.06,1.063,6.633,102.113,-10.211,ROLL
-0.007,0.04,1.041,12.932,103.478,-5.486,ROLL
-0.073,-0.04,1.054,8.706,114.87,-5.066,ROLL
-0.04,-0.061,1.12,1.689,35.91,-4.655,ROLL
-0.136,-0.029,1.027,1.391,58.809,1.916,ROLL
-0.162,0.055,1.072,0.429,72.949,-3.841,ROLL
-0.203,0.02,1.051,2.021,99.689,-9.231,ROLL
-0.202,0.008,1.054,1.768,121.59,-7.7,ROLL
-0.291,0.005,1.046,1.033,151.016,-2.66,ROLL
-0.356,-0.013,1.027,1.304,177.555,-3.211,ROLL
-0.408,0.002,0.964,4.847,219.223,-11.865,ROLL
-0.532,-0.045,0.85,8.645,265.869,-14.044,ROLL
-0.571,0.016,0.76,5.11,269.535,-7.341,ROLL
-0.645,-0.032,0.617,4.253,279.099,-5.066,ROLL
-0.702,0.03,0.522,8.671,283.019,-6.878,ROLL
-0.754,0.063,0.343,10.938,279.562,-5.871,ROLL
-0.83,0.068,0.338,16.118,263.533,-6.641,ROLL
-0.896,0.037,0.234,17.745,230.878,-4.305,ROLL
-0.931,0.055,0.109,15.627,212.503,-1.925,ROLL
-0.962,0.039,-0.052,5.941,187.521,0.271,ROLL
-1.024,-0.047,-0.007,7.481,182.796,-0.455,ROLL
-0.881,-0.033,-0.258,-5.39,170.511,0.026,ROLL
-0.915,0.048,-0.334,-5.128,147.989,0.534,ROLL
-0.903,0.046,-0.357,-1.96,143.08,1.977,ROLL
-0.86,0.003,-0.379,-3.693,142.791,1.54,ROLL
-0.826,-0.027,-0.491,1.96,135.319,-0.131,ROLL
-0.807,-0.009,-0.562,-2.922,146.536,-0.481,ROLL
-0.776,0.018,-0.598,-15.068,134.26,-9.266,ROLL
-0.779,0.072,-0.644,-5.854,123.55,-1.846,ROLL
-0.739,0.082,-0.646,12.976,101.658,8.488,ROLL
-0.844,-0.027,-0.633,19.005,86.52,6.886,ROLL
-0.9,-0.006,-0.642,20.816,51.389,-4.874,ROLL
-0.739,0.015,-0.683,19.688,27.965,-1.295,ROLL
-0.711,-0.02,-0.699,12.556,6.685,7.254,ROLL
-0.685,-0.01,-0.696,9.319,0.21,7.332,ROLL
-0.692,0.004,-0.697,-2.721,-3.15,3.868,ROLL
-0.712,0.002,-0.712,-3.658,-4.952,3.439,ROLL
-0.722,-0.002,-0.702,2.31,-12.731,7.77,ROLL
-0.707,-0.002,-0.713,-5.285,-27.265,5.67,ROLL
-0.749,0.03,-0.68,-2.896,-40.119,6.545,ROLL
-0.72,-0.02,-0.716,2.87,-53.025,5.031,ROLL
-0.788,0.021,-0.698,4.55,-77.831,7.166,ROLL
-0.855,0,-0.568,6.755,-112.052,2.922,ROLL
-0.871,0.036,-0.602,0.236,-140.91,-5.285,ROLL
-0.766,0.011,-0.571,-0.271,-169.557,-11.979,ROLL
-0.85,-0.012,-0.441,6.711,-165.795,-4.287,ROLL
-0.809,0.027,-0.273,16.511,-178.098,3.859,ROLL
-0.888,0.03,-0.237,7.613,-200.655,12.959,ROLL
-0.919,0.021,-0.217,-5.504,-223.764,8.584,ROLL
-0.918,-0.014,-0.114,6.186,-214.952,5.758,ROLL
-1.039,-0.155,-0.101,37.17,-150.675,31.246,ROLL
-0.954,0.024,0.132,46.664,-154.411,3.316,ROLL
-0.953,0.037,0.173,8.89,-190.951,1.505,ROLL
-0.856,-0.022,0.313,-5.731,-198.074,4.585,ROLL
-0.885,0.01,0.333,-7.009,-186.568,5.443,ROLL
-0.851,0.009,0.445,0.831,-176.531,3.15,ROLL
-0.835,0.016,0.431,-1.418,-167.169,4.025,ROLL
-0.765,-0.037,0.56,-3.071,-179.445,5.486,ROLL
-0.687,0.023,0.667,-17.579,-190.348,17.43,ROLL
-0.71,0.006,0.665,-13.274,-185.36,15.706,ROLL
-0.619,0.095,0.709,-10.929,-186.734,16.188,ROLL
-0.585,0.046,0.871,-7.63,-204.663,18.541,ROLL
-0.531,-0.047,0.867,-13.773,-191.747,27.282,ROLL
-0.474,0.01,0.94,-10.964,-175.831,26.425,ROLL
-0.434,0.059,1.029,-9.765,-140.473,22.129,ROLL
-0.286,0.003,0.963,-17.675,-114.713,14.901,ROLL
-0.198,0.036,0.936,3.281,-109.944,15.006,ROLL
-0.292,0.033,0.993,19.784,-125.965,20.913,ROLL
-0.096,-0.112,1.119,21.035,-141.251,21.096,ROLL
-0.138,0.006,1.075,4.296,-161.63,20.632,ROLL
-0.119,0.052,1.051,-8.374,-193.637,8.592,ROLL
0.076,-0.015,1.068,-10.29,-206.614,9.109,ROLL
0.302,0.229,0.835,22.26,-89.67,5.863,ROLL
0.188,0.099,1.021,1.811,-86.091,9.669,ROLL
0.134,0.08,1.062,4.34,-102.882,14.525,ROLL
0.218,0.034,0.993,1.173,-109.856,13.711,ROLL
0.287,0.015,1.01,4.935,-124.618,10.666,ROLL
0.338,-0.011,0.991,2.345,-144.366,7.017,ROLL
0.371,0.045,1.042,1.365,-163.774,7.543,ROLL
0.433,0.048,0.923,1.461,-210.158,21.446,ROLL
0.572,0,0.797,20.37,-241.579,22.663,ROLL
0.609,-0.013,0.684,19.722,-244.344,25.935,ROLL
0.676,0.012,0.583,24.045,-240.94,26.635,ROLL
0.725,0.014,0.585,20.58,-218.435,19.819,ROLL
0.789,0.038,0.452,17.841,-216.606,15.269,ROLL
0.849,-0.009,0.363,11.725,-224.525,9.704,ROLL
0.893,0.007,0.274,8.444,-202.79,7.508,ROLL
0.959,0.048,0.153,6.519,-179.646,5.889,ROLL
0.985,0.115,0.121,1.05,-144.419,8.916,ROLL
1.004,-0.028,0.122,-5.617,-124.793,16.835,ROLL
0.974,-0.027,-0.021,-22.146,-121.056,23.17,ROLL
1.132,-0.033,-0.02,-15.461,-114.721,20.597,ROLL
1.03,-0.054,0.012,-9.581,-80.316,-1.505,ROLL
0.933,-0.096,-0.035,-15.094,-97.536,3.141,ROLL
0.981,0.037,-0.045,-15.855,-97.886,-0.087,ROLL
0.961,0.036,-0.158,-2.993,-132.545,-2.126,ROLL
0.905,-0.039,-0.206,10.246,-144.559,2.179,ROLL
0.92,-0.021,-0.295,1.225,-134.015,3.378,ROLL
0.865,0.017,-0.414,-6.554,-120.461,6.773,ROLL
0.863,0.012,-0.428,-14.98,-115.194,14.796,ROLL
0.816,-0.017,-0.585,-17.211,-126.569,21.376,ROLL
0.864,0.003,-0.548,-16.704,-127.951,22.522,ROLL
0.879,-0.05,-0.447,-9.389,-95.707,11.349,ROLL
0.785,-0.055,-0.624,-16.118,-72.546,3.307,ROLL
0.875,0.064,-0.589,-23.721,-69.457,9.467,ROLL
0.872,-0.043,-0.632,-22.12,-49.289,6.247,ROLL
0.779,0.002,-0.682,-3.71,-32.077,3.588,ROLL
0.764,0,-0.649,0.543,-9.266,0.569,ROLL
0.752,0.001,-0.648,2.205,1.321,0.717,ROLL
0.759,-0.001,-0.65,1.356,7.954,0.639,ROLL
0.778,0.004,-0.652,2.144,25.112,1.715,ROLL
0.791,0.006,-0.626,2.984,41.746,3.421,ROLL
0.804,0.009,-0.592,8.54,58.284,4.445,ROLL
0.813,0.004,-0.605,10.544,71.129,4.751,ROLL
0.854,0.008,-0.531,14.542,94.456,6.475,ROLL
0.834,-0.035,-0.533,21.7,118.046,1.715,ROLL
0.876,-0.051,-0.406,25.06,119.49,5.364,ROLL
0.886,-0.046,-0.407,29.444,121.266,6.029,ROLL
0.894,0,-0.318,25.471,142.852,8.75,ROLL
0.91,0.001,-0.284,19.39,166.346,4.323,ROLL
0.899,-0.079,-0.209,7.219,178.929,3.264,ROLL
0.946,-0.051,-0.114,-5.329,173.381,6.562,ROLL
1.067,0.001,-0.063,-10.806,170.643,10.938,ROLL
1.001,-0.064,-0.097,1.111,161.149,1.523,ROLL
0.915,-0.104,0.045,12.005,192.666,0.245,ROLL
0.892,-0.068,0.25,-1.199,192.378,0.368,ROLL
0.878,-0.017,0.425,-26.679,184.791,-3.465,ROLL
0.861,-0.099,0.323,-29.321,201.197,-6.23,ROLL
0.771,-0.09,0.377,-20.781,230.352,-11.699,ROLL
0.725,0.018,0.563,4.576,236.836,-1.724,ROLL
0.649,-0.076,0.615,-0.035,247.363,-2.179,ROLL
0.576,-0.14,0.712,3.001,254.511,-0.254,ROLL
0.443,-0.012,0.819,9.432,249.384,0.656,ROLL
0.402,0.051,0.977,31.763,241.798,7.674,ROLL
0.35,0.04,0.976,33.513,209.781,36.129,ROLL
0.194,-0.067,1.048,42.621,167.729,72.336,ROLL
-0.014,-0.269,1.097,41.807,135.45,28.009,ROLL
0.271,-0.078,1.166,28.026,96.854,-23.362,ROLL
0.14,0.062,1.042,8.916,75.294,-26.688,ROLL
0.105,0.082,1.028,15.19,62.746,-22.286,ROLL
0.083,0.06,1.043,15.243,58.529,-13.431,ROLL
0.036,0.036,1.032,0.586,61.408,-3.124,ROLL
0.006,0.017,0.992,0.018,61.67,-5.425,ROLL
-0.057,0.132,0.576,-3.535,61.04,-9.66,ROLL
-0.075,0.03,1.062,-14.087,6.624,-2.949,ROLL
0.017,0.024,1.026,1.234,-2.59,-9.774,ROLL
0.02,0.017,1.055,0.368,-1.094,-8.785,ROLL
0.031,-0.042,1.096,0.166,17.981,3.062,ROLL
-0.049,-0.067,1.067,0.306,30.739,-8.724,ROLL
-0.066,-0.018,1.088,1.461,54.39,-24.185,ROLL
-0.112,0.122,1.099,1.575,75.276,-21.866,ROLL
-0.063,0.056,1.122,1.68,112.84,-18.244,ROLL
-0.108,0.046,1.084,2.642,135.844,-16.555,ROLL
-0.168,0.029,1.016,2.625,162.391,-13.221,ROLL
-0.294,-0.013,0.902,1.986,166.075,-6.291,ROLL
-0.334,0.009,0.868,-5.985,135.835,-9.336,ROLL
-0.329,-0.037,0.889,-6.134,117.679,-8.085,ROLL
-0.388,0.027,0.964,-0.543,136.973,6.956,ROLL
-0.546,0.033,0.928,5.889,164.754,17.246,ROLL
-0.655,0.012,0.766,-10.596,160.886,-1.347,ROLL
-0.689,0.023,0.71,15.759,151.008,-17.351,ROLL
-0.658,-0.065,0.739,16.975,169.654,-16.564,ROLL
-0.772,-0.029,0.576,9.94,196.928,-8.382,ROLL
-0.793,-0.009,0.489,7.551,198.354,-5.644,ROLL
-0.816,-0.004,0.456,21.411,206.798,-12.337,ROLL
-0.85,-0.045,0.346,31.719,229.057,-13.939,ROLL
-0.867,0.018,0.241,20.353,229.005,-6.282,ROLL
-0.933,0.057,0.15,17.972,217.805,-3.876,ROLL
-0.957,0.082,0.05,12.241,195.16,-1.269,ROLL
-1.041,0.036,-0.037,0.534,171.701,-4.121,ROLL
-0.951,0.014,-0.098,-2.17,185.421,0.647,ROLL
-0.9,0.026,-0.226,-2.056,152.583,1.102,ROLL
-0.952,0.004,-0.24,7.63,112.298,2.791,ROLL
-0.949,0.017,-0.332,3.902,93.87,3.159,ROLL
-0.902,0.015,-0.315,-0.079,83.09,0.018,ROLL
-0.91,-0.014,-0.366,2.144,86.529,2.179,ROLL
-0.894,0.018,-0.394,2.362,91.639,2.966,ROLL
-0.889,0.022,-0.405,-1.006,79.021,0.656,ROLL
-0.901,-0.015,-0.439,-10.876,72.354,-3.325,ROLL
-0.862,0.006,-0.46,-13.352,68.661,-5.302,ROLL
-0.829,0.022,-0.496,-6.755,74.305,-2.783,ROLL
-0.837,0.046,-0.588,0.411,71.418,-1.33,ROLL
